puzzle_id,fen,key_moves,mate_in,rating,solution
PqBrA,5rk1/p1Q4p/6p1/5q2/3p4/8/PPP3PP/R5K1 b - - 0 22,f5f2,3,1013,f5f2 g1h1 f2f1 a1f1 f8f1
QxDwZ,1kr2b1r/p4ppp/2Q1pn2/B7/2P2P2/4P2q/PP5P/2KR3R w - - 3 22,a5c7,3,2022,a5c7 c8c7 d1d8 c7c8 d8c8
Ql1eu,5r2/1ppk1P2/p2p4/nP1P1n1N/2P3pP/r5P1/5K2/2R1R3 w - - 1 39,h5f6,3,1165,h5f6 d7d8 e1e8 f8e8 f7e8q
eKRUl,2b5/1r5k/4p1R1/3pN1n1/pppP1r2/8/PPP5/2KR4 w - - 2 32,d1h1,3,983,d1h1 g5h3 h1h3 f4h4 h3h4
pZJ2Q,5q1k/Q2R2pp/p1p5/4p3/4B2P/P3P1P1/1r3PKn/8 b - - 3 39,f8f2,3,1701,f8f2 g2h3 f2f1 e4g2 f1g2
5zADV,2r1R3/8/pk6/1p1R4/8/8/PP3PPP/6K1 b - - 0 31,c8c1,3,824,c8c1 d5d1 c1d1 e8e1 d1e1
J6YqR,8/6R1/8/8/1r4PP/5k2/8/7K b - - 0 44,f3g3,3,1679,f3g3 g7f7 b4b1 f7f1 b1f1
3CwWj,2kr1b1r/Bpp3pp/5p2/8/8/5B2/PP3PPP/n3R1K1 w - - 0 16,f3g4,3,1404,f3g4 f6f5 g4f5 d8d7 e1e8
zbbP9,7k/R4p2/p3p2p/7B/5P2/4P1RK/r4r1P/8 b - - 1 31,f2h2,3,1462,f2h2 h3g4 f7f5 g4f3 a2f2
KO8Hs,5N1k/pp4p1/1r5p/3Q4/2nPp1P1/2Pq3P/P7/K1R4R b - - 2 29,b6b1,3,1499,b6b1 c1b1 d3c3 b1b2 c3b2
2iMVS,r3r3/p6p/3Q4/5Ppk/P1pP4/3qP3/6PP/5RK1 w - - 2 35,g2g4,3,1588,g2g4 h5g4 d6g3 g4h5 g3h3
AJPV6,r4rk1/ppp2pp1/3p2np/2P1p3/4P1n1/2P2NNq/PPB2P2/R1BQR1K1 b - - 0 16,g6h4,3,1733,g6h4 f3h4 h3h2 g1f1 h2f2
K7Afe,8/5p1k/6p1/2R5/8/5N2/r4PPP/6K1 b - - 0 38,a2a1,3,568,a2a1 c5c1 a1c1 f3e1 c1e1
HzowZ,2N2r1k/pp4p1/7p/8/4p3/7Q/PB1q1PPP/R4BK1 b - - 0 28,d2f2,3,1164,d2f2 g1h1 f2f1 a1f1 f8f1
czYrT,6r1/1p4qk/p7/5R1p/3p3Q/P2P4/1PP2Rr1/7K b - - 2 38,g2g1,3,2052,g2g1 h1h2 g1h1 h2h1 g7g1
6YtM7,5r1k/p4Bpp/3Q4/1Nn5/3Nb3/3q4/Pr4PP/R4R1K b - - 0 24,e4g2,3,1471,e4g2 h1g1 d3e3 f1f2 e3f2
bbL7K,8/3R1pkp/6p1/2rNp3/3nP3/pP3P2/P1P3PP/2KR4 b - - 0 26,c5c2,3,1478,c5c2 c1b1 c2b2 b1a1 d4c2
cYB3u,4R3/pppr2p1/2n2k2/8/3p1r1b/3B3P/PPP5/1K2R3 w - - 4 38,e1e6,3,2059,e1e6 f6g5 e6g6 g5h5 e8h8
nhAXc,r1bB1knr/2ppbpNp/5P2/3qQK2/2q5/8/7P/8 w - - 7 37,d8e7,3,1754,d8e7 g8e7 f6e7 f8g8 e7e8q
QTxO9,5Q2/7p/p5p1/1p4p1/6k1/3P4/PPq1r2P/5RK1 w - - 0 35,f8f3,3,1147,f8f3 g4h4 f3g3 h4h5 g3h3
B5Lay,1k1r4/ppp2ppp/8/1q4P1/3rb2P/PP1P2Q1/1K2R3/2R5 w - - 0 29,g3c7,3,1485,g3c7 b8a8 c7c8 d8c8 c1c8
GjtxW,5r2/p7/8/5p2/2P5/3RNk1p/P4Pp1/6K1 b - - 1 38,h3h2,3,1781,h3h2 g1h2 f8h8 h2g1 h8h1
IYqEI,2k4r/ppp2ppp/4p3/4P3/4bBP1/P6P/1P1QBq2/n1KR4 w - - 2 21,d2d7,3,1201,d2d7 c8b8 d7d8 h8d8 d1d8
k8Xqm,5r1k/pp4pp/7N/4p3/4R3/5P1Q/PPrq2PP/R6K b - - 14 28,c2c1,3,932,c2c1 a1c1 d2c1 e4e1 c1e1
kpPyQ,r6r/pp5p/2p4Q/2qkpp2/3p4/1P6/PKP2P1P/4R2R w - - 6 24,e1e5,3,1899,e1e5 d5e5 h1e1 e5d5 h6e6
jT5Qa,1r3rk1/R3R3/2p2Pp1/2p3B1/6nP/8/P4PP1/6K1 b - - 2 31,b8b1,3,805,b8b1 g5c1 b1c1 e7e1 c1e1
Xairg,r1b2r2/pp1n2kp/5pp1/6q1/1P3n2/P6Q/BB3PPP/4R1K1 w - - 0 31,e1e7,3,1158,e1e7 f8f7 e7f7 g7h8 h3h7
8amll,3r1rk1/ppp3b1/5q2/1PP1p1pp/3NQ3/P2pP2P/1B1P1PP1/1R2K2R b K - 0 20,f6f2,3,1992,f6f2 e1d1 f2f1 h1f1 f8f1
te9nR,8/2R5/1p2pNpk/pP2N3/P4P2/r6P/5bPK/8 b - - 3 36,f2g3,3,1120,f2g3 h2g1 a3a1 c7c1 a1c1
0gS1Q,r3r1k1/ppQP1p1p/6p1/8/5P2/2N2R2/PPqb2PP/3R3K b - - 0 27,c2d1,3,1600,c2d1 c3d1 e8e1 f3f1 e1f1
lpqqG,5r2/pp6/1kp1R2p/2q5/Q7/1P6/5PPP/3R2K1 b - - 2 28,c5f2,3,948,c5f2 g1h1 f2f1 d1f1 f8f1
7dW95,4r1k1/p4p2/1p5p/3b3q/2PNn1p1/4P1P1/P1R2B2/2Q1R1K1 b - - 2 33,e4g3,3,2259,e4g3 f2g3 h5h1 g1f2 h1g2
by5bX,r6k/p1p1Q1pp/2p5/8/5r2/8/PqP2PPP/3RR1K1 w - - 0 20,d1d8,3,1375,d1d8 a8d8 e7d8 f4f8 d8f8
X42Ff,4Q3/2P4p/3B3k/3Pp3/4q1B1/4b3/5RPP/7K b - - 0 39,e4b1,3,1178,e4b1 g4d1 b1d1 f2f1 d1f1
wEH3h,3r2k1/1Q3pp1/4p1p1/2r5/P7/2P3P1/1R2q1BP/2R4K b - - 4 26,d8d1,3,1085,d8d1 c1d1 e2d1 g2f1 d1f1
mPWAA,6k1/3R2p1/p4rN1/1p3P1p/6P1/2r1pb1P/8/4K3 w - - 0 38,d7d8,3,1223,d7d8 f6f8 d8f8 g8h7 f8h8
egMo4,6k1/5p1p/p6r/P2P4/7r/1PR2p2/5PBP/3R3K b - - 0 32,h4h2,3,1551,h4h2 h1g1 h2g2 g1f1 h6h1
Mq6tk,r5k1/pp3ppp/1q6/4r3/2P2Q2/3b3P/PP4P1/R4R1K w - - 0 20,f4f7,3,1094,f4f7 g8h8 f7f8 a8f8 f1f8
gM43y,r7/pp1R4/2p4k/2n1p1p1/6Pp/2P4P/PP3r2/2KR4 w - - 4 27,d1d6,3,1155,d1d6 c5e6 d6e6 f2f6 e6f6
nCw8Q,5k2/4b1p1/p2pP2p/1p1Q4/1P6/2r1q1rP/P7/R4K2 w - - 0 36,d5a8,3,1307,d5a8 c3c8 a8c8 e7d8 c8d8
p6hVU,r2nk2r/p1R2ppp/4p3/2BpP3/6P1/5N1P/q4P2/2b2RK1 w kq - 0 20,c7e7,3,2167,c7e7 e8f8 e7e6 f8g8 e6e8
wYy5G,6B1/1p1b1r2/pq1kp3/3pR1Q1/8/2P5/PP3PPP/4R1K1 b - - 4 32,b6f2,3,1200,b6f2 g1h1 f2f1 e1f1 f7f1
RBXDt,7k/1p3r1p/2bR4/6R1/p7/5P1P/r5PK/8 w - - 8 34,d6d8,3,854,d6d8 c6e8 d8e8 f7f8 e8f8
y8k9e,r5k1/2p2ppp/p1b1p3/1p2P3/6P1/1P6/Pq1rNQPP/R4R1K w - - 3 24,f2f7,3,987,f2f7 g8h8 f7f8 a8f8 f1f8
oerHG,r4rk1/5p1p/p1pq2pQ/3ppb2/2n5/2P2N1P/P4PP1/RN2R1K1 w - - 4 20,f3g5,3,1311,f3g5 f8d8 h6h7 g8f8 h7f7
I786j,8/5pk1/4pNp1/3bP1P1/5n2/1r6/7R/2K5 w - - 0 43,h2h7,3,1379,h2h7 g7f8 h7h8 f8e7 h8e8
Y9hqj,1kr5/pp6/3N4/7r/4B3/8/1P2n1PP/3R1R1K b - - 0 27,h5h2,3,1435,h5h2 h1h2 c8h8 e4h7 h8h7
TZURP,r5k1/ppp1Q1pp/7q/4p3/3p4/P7/1P4PP/5RK1 w - - 4 27,e7f7,3,1060,e7f7 g8h8 f7f8 a8f8 f1f8
M3EjU,r1b1R3/pp3kpp/2p4r/3N1p2/5n1q/3P1BN1/PPPQ1PPP/4R1K1 b - - 0 19,h4h2,3,1452,h4h2 g1f1 h2h1 g3h1 h6h1
sYGYw,r1b2k2/3n3p/p2p2B1/2pP2B1/p1Pb4/1P4P1/P5KP/4R3 w - - 1 28,g5h6,3,1688,g5h6 f8g8 e1e8 d7f8 e8f8
MdrI3,r4r1k/5p2/8/pp3p1p/2pP3P/P5R1/1P5K/6R1 w - - 0 39,g3g5,3,1400,g3g5 a8a6 g5h5 a6h6 h5h6
cD9iq,r1b2rk1/1p3p1p/p4Q2/8/3p1q2/1B5P/PPP2PPb/R3R2K w - - 3 20,b3f7,3,1823,b3f7 f8f7 e1e8 f7f8 e8f8
3Mecm,1k5r/ppp5/2p3pq/2P1Qb2/2P5/N5P1/PP3P1P/R1B1R1K1 b - - 0 21,h6h2,3,1381,h6h2 g1f1 f5d3 e1e2 h2h1
D8jcK,1r4k1/Q4ppp/4p3/3p4/4n3/P7/1q4PP/R4RK1 w - - 0 24,a7f7,3,1185,a7f7 g8h8 f7f8 b8f8 f1f8
RlDhI,8/6pk/1R5p/6P1/2pr4/2n5/5P2/4K3 w - - 0 40,g5g6,3,1279,g5g6 h7h8 b6b8 d4d8 b8d8
9iunY,2k2r2/ppp1Q3/8/4R2p/1P1p4/P2P2Pn/2P4K/5q2 w - - 0 27,e7e6,3,1646,e7e6 c8b8 e6e8 f8e8 e5e8
RjTZk,4r2k/2r3p1/1p2P3/2bB4/3nR2p/8/5PPP/6K1 w - - 3 38,e4h4,3,1009,e4h4 h8g8 e6e7 d4e6 d5e6
nMIwY,3r2k1/p2r1p2/1p5p/5pp1/R7/PR2PN2/2Q2PPP/6K1 b - - 0 30,d7d1,3,551,d7d1 c2d1 d8d1 f3e1 d1e1
Eq134,2r2knR/3b1p2/2q1p1p1/p2pQ1P1/3P1N2/Pp1P1N2/1Pr2P2/1K1R4 w - - 2 27,f4g6,3,1640,f4g6 f7g6 e5f6 f8e8 h8g8
HN078,r4rk1/pp4pp/1q2b3/3pR3/1Pp5/2P5/P1B2PPP/RN1Q2K1 b - - 0 17,b6f2,3,843,b6f2 g1h1 f2f1 d1f1 f8f1
5zw05,r4r1k/2q3pp/p1p1Qb2/Pp2N3/1P1n4/5R2/6PP/R1B4K w - - 0 24,e5g6,3,1550,e5g6 h7g6 f3h3 f6h4 h3h4
9WkDb,6k1/p4ppp/5b2/2P2P2/2rp4/3N4/2P1qPPP/1R4K1 w - - 0 25,b1b8,3,941,b1b8 f6d8 b8d8 e2e8 d8e8
tL90x,r1b1k2r/p1p3pp/1p3q2/2bPNn2/4pP2/2N5/PP4PP/R1BQ1R1K b kq - 4 13,f5g3,3,1608,f5g3 h2g3 f6h6 d1h5 h6h5
Jx9zz,6k1/5qpp/8/8/p2pP1Q1/1r1P2PB/7P/6K1 w - - 0 36,g4c8,3,1450,g4c8 f7f8 h3e6 g8h8 c8f8
20WUv,2r2r2/1p2p3/p2pNqpk/8/6n1/1B6/PPP5/1K1RR3 w - - 5 28,e1h1,3,960,e1h1 g4h2 h1h2 f6h4 h2h4
CffjS,8/PR6/6k1/8/6pp/7P/r5PK/8 b - - 3 42,g4g3,3,853,g4g3 h2g1 a2a1 b7b1 a1b1
hGlez,2r3k1/2r4R/6P1/3p1p2/3P1P2/Pp6/1P2p3/1K5R b - - 0 36,c7c1,3,1243,c7c1 h1c1 c8c1 b1c1 e2e1q
EJfEn,3r2k1/2R1R1pp/5p2/1bP5/1P1B2n1/2P5/4nPPP/7K b - - 12 28,g4f2,3,1163,g4f2 d4f2 d8d1 f2e1 d1e1
3JyWr,r4r2/pp3p1k/1b2p1p1/3pP3/1q3PN1/5Q2/3n3P/2R4K w - - 0 28,f3h3,3,1665,f3h3 h7g8 g4f6 g8g7 h3h7
xDJd3,1k2r1r1/pBp2p1p/2Q5/8/3B4/1P4bq/P1P2P2/1R4K1 w - - 0 25,d4a7,3,1495,d4a7 b8a7 c6a6 a7b8 a6a8
92fXH,8/6pk/8/4Rp2/2p2Pq1/2P4p/PP3Qb1/6K1 b - - 1 36,h3h2,3,1799,h3h2 g1h2 g4h3 h2g1 h3h1
l3fgI,7k/6R1/6K1/5P1N/1P4P1/2Pb4/8/4qr2 w - - 0 55,g7h7,3,1687,g7h7 h8g8 h5f6 g8f8 h7f7
Dl313,2k5/1ppr1pp1/q4n1p/8/1Q6/7P/P4PP1/3R2K1 w - - 5 25,b4f8,3,903,b4f8 f6e8 f8e8 d7d8 e8d8
iSszf,1k5r/1pr2p1p/p2p2p1/P7/4p1Q1/3R1N1P/5PPB/b5K1 b - - 0 28,c7c1,3,491,c7c1 d3d1 c1d1 f3e1 d1e1
4lbVs,rnb2k1r/1p1n1ppp/pq1P4/3p1N2/5p2/8/PPP1QPPP/R3KB1R w KQ - 2 13,e2e7,3,1195,e2e7 f8g8 e7e8 d7f8 f5e7
Amysa,5r1k/6pp/2p3q1/3n3N/3Q2R1/8/5RPP/6K1 b - - 0 29,g6b1,3,1397,g6b1 d4d1 b1d1 f2f1 d1f1
5HziP,rnb2rk1/pp3Npp/1q2p3/2p5/8/2PP4/P5PP/R2Q1RK1 w - - 1 14,f7h6,3,1299,f7h6 g7h6 d1g4 g8h8 f1f8
RHlzI,r4rk1/p1p3pR/bp4P1/n1P1pp2/Q7/2Nq4/PP3PP1/R1B1K3 w Q - 1 19,h7h8,3,1724,h7h8 g8h8 a4h4 h8g8 h4h7
3fIxP,3rrk2/R4b2/p4p2/8/1P1P1N2/P2QPPp1/4K1P1/2q5 w - - 0 47,a7f7,3,2058,a7f7 f8f7 d3h7 f7f8 f4g6
VgXup,6k1/5ppp/8/1K6/3p1P1b/3Prr2/7P/R7 w - - 0 34,a1a8,3,924,a1a8 h4d8 a8d8 e3e8 d8e8
FOkHI,8/pp3Q2/2p5/2k2P2/6P1/KP5P/P2q4/8 b - - 4 39,d2c1,3,1535,d2c1 a3a4 b7b5 a4a5 c1a3
BBqqR,N5nr/pp2kp1p/3p2pn/4p3/1PP1B3/P3P2q/2QB1P1P/R4RK1 b - - 1 17,h6g4,3,1468,h6g4 f1b1 h3h2 g1f1 h2f2
FMxkV,5rk1/ppb2qpp/6p1/4P3/1P1Pp1Q1/P1B1P3/6PP/R5K1 b - - 1 24,f7f2,3,1146,f7f2 g1h1 f2f1 a1f1 f8f1
JzvsY,8/6pk/1R5p/6P1/5K1P/8/1pr5/8 w - - 0 68,g5g6,3,1235,g5g6 h7h8 b6b8 c2c8 b8c8
1XKbw,8/8/R4p2/1pBk1n2/1P4pp/7P/1Pr2PP1/6K1 b - - 0 32,c2c1,3,1193,c2c1 g1h2 g4g3 f2g3 h4g3
2FMoe,r3r3/2p1p1k1/3p2pR/5q2/1p1P1P2/1P2Q3/P3N3/K6R b - - 2 30,a8a2,3,1850,a8a2 a1a2 f5c2 a2a1 e8a8
W69Zz,3k1b2/ppp3pp/5q2/8/2B5/2NP2PQ/PPP4P/R3n2K b - - 1 19,f6f3,3,1277,f6f3 h1g1 f8c5 d3d4 c5d4
i0L9E,1kr5/b1r4p/3R2p1/4Q3/1P2PBq1/3P4/1P3PPP/R5K1 b - - 0 28,c7c1,3,1657,c7c1 a1c1 c8c1 f4c1 g4d1
3SCdT,5rk1/p5pp/1p2R3/2q5/1n2Q3/3P4/PP3PPP/R5K1 b - - 0 21,c5f2,3,1179,c5f2 g1h1 f2f1 a1f1 f8f1
gtZnQ,r7/ppp3pk/2n4p/2pBpr2/8/2PPPN1q/PP6/R2Q1RK1 b - - 1 19,h3g3,3,1207,h3g3 g1h1 f5h5 f3h2 h5h2
QfV5r,4Rr2/pp3kbQ/7p/3N2q1/3P4/8/PPB2PPP/6K1 b - - 0 25,g5c1,3,1352,g5c1 c2d1 c1d1 e8e1 d1e1
l0oeu,2k5/ppp5/2p1p1p1/8/3PPRp1/1P2P1P1/q1P4K/5R2 w - - 0 23,f4f8,3,1313,f4f8 c8d7 f1f7 d7d6 f8d8
kOizL,6k1/2p1nppp/1p3b2/p7/3PQ3/2P2PP1/PP1q2BP/5K2 w - - 0 24,e4a8,3,936,e4a8 e7c8 a8c8 f6d8 c8d8
1uGOY,5r1k/pp5p/3p1rpP/5PQ1/4b1P1/3pN3/PP1q4/1KR5 w - - 0 32,g5f6,3,1586,g5f6 f8f6 c1c8 f6f8 c8f8
8Tmgs,6R1/pp2r1R1/3k1p2/4rB2/3p4/6P1/P1P2KP1/8 b - - 0 36,e5f5,3,1673,e5f5 f2g1 e7e1 g1h2 f5h5
2Cq4X,2Q1R3/pp3ppk/7p/7P/3n4/2P2P2/PPq3r1/KR6 b - - 1 30,c2b1,3,1368,c2b1 a1b1 g2g1 e8e1 g1e1
sa23O,2r3k1/Q4ppp/4b3/3p4/P2Rn1P1/8/7P/3K4 b - - 0 28,e6g4,3,1340,e6g4 d1e1 c8c1 d4d1 c1d1
UIwwg,4r1k1/2p2rp1/p3p3/7Q/2P5/4R3/1P1q1PPP/4R1K1 b - - 0 25,d2f2,3,1080,d2f2 g1h1 f2f1 e1f1 f7f1
l0DCe,5rk1/6p1/3Np2p/2p1P1q1/1p1nQ1P1/3P3P/1P3RK1/8 w - - 4 32,f2f8,3,1241,f2f8 g8f8 e4a8 g5d8 a8d8
uP842,5R2/2pr2kp/2p1p1p1/8/8/6Q1/P5PP/7K b - - 0 32,d7d1,3,417,d7d1 g3e1 d1e1 f8f1 e1f1
IRjlI,8/2r2kpQ/bp3p1p/3pPBq1/P7/B3bR2/P1P3P1/4K3 b - - 4 40,g5h4,3,1948,g5h4 g2g3 h4h1 f3f1 h1f1
bYoyK,6k1/5rp1/8/2PB2q1/2Qp3R/6Pp/7P/6K1 b - - 7 43,g5e3,3,1176,g5e3 g1h1 e3e1 c4f1 e1f1
2e4fM,r5k1/pp2rpp1/6n1/2p5/5q2/2PP3Q/P1P2P2/1K1R3R w - - 2 23,h3h7,3,984,h3h7 g8f8 h7h8 g6h8 h1h8
X91CF,1k3r2/ppp5/2p2q1p/4N1p1/Q3P1P1/3P4/PPP3PP/1R4K1 b - - 0 22,f6f2,3,1088,f6f2 g1h1 f2f1 b1f1 f8f1
RGOzR,rnbqk1nr/pppp1p2/4p3/8/3BP3/3N2p1/PPP1BPP1/RN1Q1RK1 b kq - 0 10,h8h1,3,1678,h8h1 g1h1 d8h4 h1g1 h4h2
jG3ec,r5k1/1b3p1p/p2p2pQ/1p3qN1/2nP4/PN6/1P2RPPP/6K1 b - - 4 24,f5b1,3,878,f5b1 b3c1 b1c1 e2e1 c1e1
vn3L9,8/5pkp/3R4/5K1P/r2N2P1/5P2/8/3r4 w - - 11 47,h5h6,3,1924,h5h6 g7f8 d6d8 f8e7 d4c6
IToWg,8/pppR2pk/1b3pn1/7p/4N3/7P/r2B2P1/7K w - - 0 41,e4f6,3,1041,e4f6 h7h8 d7d8 g6f8 d8f8
FbReT,7r/1Q6/p4b2/8/P3pk2/1P6/2P1BP2/1K6 b - - 0 41,h8h1,3,641,h8h1 e2d1 h1d1 b1a2 d1a1
p3sKL,3r2k1/pQ3ppp/1b6/5R2/PP6/8/6PP/2rq1N1K w - - 2 28,b7f7,3,916,b7f7 g8h8 f7f8 d8f8 f5f8
VDE3F,1r4rk/pp3p1p/5p2/7b/3QP2q/1B3P2/PPPB2P1/R4RK1 b - - 4 20,g8g2,3,1826,g8g2 g1g2 b8g8 d2g5 g8g5
h0Z2o,6rk/1p3prp/p7/4QP2/4P1q1/8/P6R/5R1K w - - 1 29,h2h7,3,1560,h2h7 h8h7 e5h2 g4h5 h2h5
ibBUY,r5k1/p2p1ppp/1p1P4/2p1q3/2Q5/P3r3/1P4PP/R4RK1 w - - 0 20,c4f7,3,906,c4f7 g8h8 f7f8 a8f8 f1f8
ihzcs,6k1/ppR2ppp/5b2/8/4rB2/6P1/PP3PKP/r7 w - - 0 26,c7c8,3,451,c7c8 f6d8 c8d8 e4e8 d8e8
JdGZR,k5r1/p1Q5/1p1p4/1P1b1pP1/3P4/2n5/P4PP1/R4RK1 b - - 0 25,c3e2,3,1124,c3e2 g1h1 g8h8 c7h7 h8h7
BMt69,2NR4/p1r2kpp/1p2p1q1/1Pp5/P6n/1Q2P1P1/5P1P/2R4K b - - 0 35,g6e4,3,1028,g6e4 f2f3 e4f3 h1g1 f3g2
lyI9S,5r2/1p3nk1/3p4/3p1P1K/p2Pn3/2P1B1P1/PP5P/R4R2 b - - 0 39,e4f6,3,1921,e4f6 h5h4 f8h8 e3h6 h8h6
KJ3CH,8/8/PR6/6k1/r5pp/7P/6PK/8 b - - 3 59,g4g3,3,876,g4g3 h2g1 a4a1 b6b1 a1b1
b3tBW,6r1/2p1k2p/4N3/4pQ2/p3P2K/N4P2/3q4/1R6 b - - 2 42,d2f2,3,2116,d2f2 h4h5 f2h2 f5h3 h2h3
BbhKd,r4rk1/pp3qp1/7p/2P1Q3/2p3R1/P1P1P3/6PP/R5K1 b - - 0 26,f7f2,3,996,f7f2 g1h1 f2f1 a1f1 f8f1
Omqc7,2R2nk1/3p1rpp/p2P1q2/1p1Q4/1P6/6P1/P4P1P/6K1 w - - 0 30,c8f8,3,1115,c8f8 g8f8 d5a8 f6d8 a8d8
3WWhM,3rr2k/5R1p/6pB/3B4/P1p5/3np1P1/7P/7K w - - 4 37,h6g7,3,2094,h6g7 h8g8 f7d7 e8e6 d5e6
Rjopa,8/PP4pk/3R3p/8/1rR5/5p2/5P1P/5K2 b - - 0 46,b4b1,3,1026,b4b1 c4c1 b1c1 d6d1 c1d1
TV52u,r3r3/ppp1kp2/4bn2/8/3N3Q/2P5/q3PPP1/2KR1B1R w - - 0 20,d4c6,3,2256,d4c6 b7c6 h4b4 c6c5 b4c5
OKE1T,2k1q2r/1ppR2p1/p4pp1/2N5/PPQ5/2P5/4nPPP/5R1K b - - 2 25,h8h2,3,1469,h8h2 h1h2 e8h8 c4h4 h8h4
drqm3,3r1k2/p4pR1/4bP1K/8/4B3/1p1P4/8/8 w - - 4 40,h6h7,3,2227,h6h7 f8e8 e4c6 d8d7 g7g8
jchdc,r6k/1p1q2rp/p1np1R2/3Q4/3pP1b1/8/PP4PP/5R1K w - - 8 27,f6f8,3,840,f6f8 a8f8 f1f8 g7g8 f8g8
8AUcY,2k3rr/pp3Q2/1q2p3/4P3/P2pN3/1P6/2P1nPPP/R4R1K b - - 0 22,h8h2,3,1282,h8h2 h1h2 g8h8 f7h7 h8h7
QrHCH,r6r/pp2pk2/2bp2p1/7P/4P1Q1/2N1q3/PPP5/1K5R w - - 0 25,g4g6,3,1542,g4g6 f7f8 h1f1 e3f2 f1f2
LpBnl,6r1/p3q2k/1pQ3pP/3pNp2/3P1B2/4P3/r4PRK/8 b - - 5 35,e7h4,3,1007,e7h4 h2g1 a2a1 c6c1 a1c1
dXQLW,b4rk1/6p1/4R3/5BNQ/3P1P2/2P1P1K1/1r5P/5R1q b - - 0 29,b2g2,3,2234,b2g2 g3h4 h1h2 g5h3 h2g3
WvgVR,r6k/pR1n3r/2p1p2Q/3pPp2/3P3P/2P5/q1P2PP1/1R4K1 w - - 2 23,b7b8,3,1694,b7b8 a8b8 b1b8 d7b8 h6f8
o5wZ4,2r3k1/p4rpp/1p6/3RP1P1/8/8/qP3R1P/3Q2K1 w - - 0 27,d5d8,3,1113,d5d8 c8d8 d1d8 f7f8 d8f8
fDu3Y,1k4rr/ppp5/2qbQ3/3n4/3N1p2/N1P5/PP1P1PPP/R1B2RK1 b - - 2 20,g8g2,3,1809,g8g2 g1g2 d5e3 g2g1 c6g2
o0lPB,3r2k1/p5pp/1p2p3/8/4q2P/1P2p3/P4Q2/K4R2 w - - 0 30,f2f7,3,1141,f2f7 g8h8 f7f8 d8f8 f1f8
klFFm,5rk1/pp1b1Npp/2p5/2b5/3q1n2/1Q1P4/PP3PPP/1R3R1K w - - 2 26,f7h6,3,1198,f7h6 g8h8 b3g8 f8g8 h6f7
LDt1V,2r3k1/pp4pp/4P3/1n1pP3/3q2p1/1P6/P4Q1P/5R1K w - - 0 33,f2f7,3,1091,f2f7 g8h8 f7f8 c8f8 f1f8
NGX2u,q2r4/5pk1/4b1p1/4N3/5PP1/1P2R2p/P4Q1P/6K1 b - - 0 34,d8d1,3,1181,d8d1 e3e1 d1e1 f2e1 a8g2
rF4J4,r7/6kp/3P2p1/5p2/1r6/4BB2/1P2RPPP/R5K1 b - - 0 26,a8a1,3,696,a8a1 e3c1 a1c1 e2e1 c1e1
ODYXk,8/6Rp/p3rp2/8/6Pk/bp2B3/5PK1/8 w - - 1 41,e3f4,3,2540,e3f4 a3d6 f4g3 d6g3 f2g3
PYved,b4b1r/5k1p/1q1p2p1/5p2/2pN4/3n1P1P/P2RQ3/3R3K w - - 1 31,e2e6,3,1983,e2e6 f7g7 d4f5 g6f5 d2g2
EK4Ao,3r4/pp2kpp1/2p1P2P/5PP1/2P1K3/P2r4/8/1R5R b - - 0 38,d8d4,3,1403,d8d4 e4e5 f7f6 g5f6 g7f6
9EUkO,r1bqk2r/ppp2p2/2n5/1B1pP3/3P4/2P1NQp1/PP4P1/RN3RK1 b kq - 0 15,h8h1,3,1561,h8h1 g1h1 d8h4 h1g1 h4h2
M9i1k,2k2r2/1p4pQ/p3p3/4P1q1/PNpP1r2/2P5/6RP/1R5K b - - 6 30,f4f1,3,807,f4f1 b1f1 f8f1 g2g1 f1g1
LJE7q,r1b2r2/4k3/pQ2p3/2ppR2B/8/1P3NpP/P4qP1/7K w - - 2 29,b6c7,3,2097,b6c7 c8d7 e5e6 e7e6 c7e5
NtVwe,r7/8/p1p2Pk1/4Qqp1/3P1n2/1P3KNr/P4P2/R4R2 b - - 0 29,g5g4,3,2069,g5g4 f3e3 f5d3 e3f4 d3f3
Oir7W,4r1k1/1Q3ppp/8/p2p4/8/2P1q3/P5PP/5R1K w - - 2 35,b7f7,3,1104,b7f7 g8h8 f7f8 e8f8 f1f8
NEB1m,5r1k/ppp3p1/3b4/7p/3PQn2/3B4/PP3Pp1/3R2K1 b - - 5 27,f4h3,3,1795,f4h3 g1g2 f8f2 g2h3 f2h2
g0Mm9,4rrk1/pQR3p1/6p1/8/8/4q1B1/PP4PP/3R3K b - - 2 28,e3e1,3,939,e3e1 d1e1 e8e1 g3e1 f8f1
aVQBb,8/1p2r1k1/p1p4p/4qQp1/2b5/2P2P2/1PB3PP/R5K1 b - - 0 29,e5e3,3,1459,e5e3 g1h1 e3e1 a1e1 e7e1
mhG83,r4r2/1p1n1B1k/p4Q1p/7R/P7/7P/5PPK/2q5 w - - 1 25,f6g6,3,1569,f6g6 h7h8 h5h6 c1h6 g6h6
xcoks,4r1k1/R5pp/5pb1/p2p4/3B4/1PP5/P2N1PPP/5K2 b - - 1 25,g6d3,3,985,g6d3 f1g1 e8e1 d2f1 e1f1
c89MO,1r3k1r/5p2/p4p2/P2P3p/1qnR3P/2p5/B1P1N3/K1Q4R b - - 5 27,b4b2,3,1644,b4b2 c1b2 c3b2 a1b1 c4a3
